,Name,Country,Room_stayed,Date_stayed,Trip_type,Review_date,Review_title,Positive,Negative,Reviewer_score
2237,Ben,United Kingdom,Double Deluxe Room,1 night ·  February 2019,Couple,Reviewed: 11 February 2019,Good,There are no comments available for this review,Not Available,7.5
2238,Vanessa,United Kingdom,Double Guest Room,1 night ·  February 2019,Couple,Reviewed: 10 February 2019,All good,There are no comments available for this review,Not Available,7.5
2239,Helen,United Kingdom,Double Guest Room,1 night ·  February 2019,Couple,Reviewed: 10 February 2019,Very good,There are no comments available for this review,Not Available,8.3
2240,Emma-jane,United Kingdom,Double Deluxe Room,1 night ·  February 2019,Couple,Reviewed: 10 February 2019,Superb,There are no comments available for this review,Not Available,9.2
2241,Danny,United Kingdom,Double Guest Room,1 night ·  February 2019,Couple,Reviewed: 10 February 2019,Good,There are no comments available for this review,Not Available,7.9
2242,Tim,Thailand,Double Guest Room,3 nights ·  January 2019,Solo traveller,Reviewed: 8 February 2019,Very good,There are no comments available for this review,Not Available,8.3
2243,Callum,United Kingdom,Double Guest Room,1 night ·  February 2019,Couple,Reviewed: 6 February 2019,"Lovely stay we enjoyed it very much, all the staff were excellent",There are no comments available for this review,Not Available,10
2244,Ahmed,United Kingdom,Double Guest Room,2 nights ·  February 2019,Group,Reviewed: 3 February 2019,Fabulous,There are no comments available for this review,Not Available,8.8
2245,Philcclarke,United Kingdom,Double Guest Room,1 night ·  January 2019,Family,Reviewed: 31 January 2019,Exceptional,There are no comments available for this review,Not Available,10
2246,Rob,United Kingdom,Double Guest Room,1 night ·  January 2019,Couple,Reviewed: 29 January 2019,Superb,There are no comments available for this review,Not Available,9.2
2247,Fritz,France,Family Room with Double Bed,1 night ·  January 2019,Family,Reviewed: 27 January 2019,"Perfect for family and business! Excellent staff, excellent facilities!",There are no comments available for this review,Not Available,10
2248,Natalie,United Kingdom,Double Guest Room,1 night ·  January 2019,Couple,Reviewed: 27 January 2019,Superb,There are no comments available for this review,Not Available,9.2
2249,Lisa,Canada,Double Guest Room,1 night ·  January 2019,Couple,Reviewed: 26 January 2019,A short stay buy a comfortable and enjoyable one. Would recommend.,There are no comments available for this review,Not Available,8.3
2250,Helen,United Kingdom,King Executive Room with Lounge Access,1 night ·  January 2019,Couple,Reviewed: 23 January 2019,Exceptional,There are no comments available for this review,Not Available,10
2251,Rajesh,United Kingdom,Family Room with Double Bed,1 night ·  January 2019,Family,Reviewed: 23 January 2019,Good,There are no comments available for this review,Not Available,7.5
2252,Lorna,United Kingdom,Family Room with Double Bed,2 nights ·  December 2018,Family,Reviewed: 23 January 2019,Good,There are no comments available for this review,Not Available,7.5
2253,Dutch,United Kingdom,Double Guest Room,1 night ·  January 2019,Couple,Reviewed: 21 January 2019,Exceptional,There are no comments available for this review,Not Available,10
2254,Daniela,United Kingdom,Double Guest Room,1 night ·  January 2019,Couple,Reviewed: 21 January 2019,Exceptional,There are no comments available for this review,Not Available,10
2255,Pradeeptah,United Kingdom,Family Room with Double Bed,1 night ·  December 2018,Family,Reviewed: 19 January 2019,Exceptional,There are no comments available for this review,Not Available,10
2256,Michael,United Kingdom,Twin Executive Room,1 night ·  December 2018,Couple,Reviewed: 17 January 2019,Exceptional,There are no comments available for this review,Not Available,10
2257,Harry,United Kingdom,Double Guest Room,1 night ·  December 2018,Couple,Reviewed: 16 January 2019,Superb,There are no comments available for this review,Not Available,9.2
2258,Fabian,Not Available,Double Guest Room,1 night ·  December 2018,Family,Reviewed: 14 January 2019,Good,There are no comments available for this review,Not Available,7.5
2259,Shan,United Kingdom,Double Guest Room,1 night ·  January 2019,Couple,Reviewed: 13 January 2019,Fabulous,There are no comments available for this review,Not Available,8.8
2260,Dutch,United Kingdom,Double Deluxe Room,1 night ·  January 2019,Couple,Reviewed: 12 January 2019,Very good,There are no comments available for this review,Not Available,8.3
2261,Marz2010,United Kingdom,Two-Bedroom Family Room,1 night ·  January 2019,Family,Reviewed: 6 January 2019,Exceptional,There are no comments available for this review,Not Available,10
2262,J,United Kingdom,Double Deluxe Room,1 night ·  January 2019,Couple,Reviewed: 6 January 2019,amazing!,There are no comments available for this review,Not Available,10
2263,B,United Kingdom,Double Guest Room,2 nights ·  December 2018,Couple,Reviewed: 3 January 2019,Exceptional,There are no comments available for this review,Not Available,9.6
2264,Jack,United Kingdom,Double Deluxe Room,1 night ·  December 2018,Couple,Reviewed: 3 January 2019,Very good,There are no comments available for this review,Not Available,8.3
2265,Rachel,United Kingdom,Double Guest Room,2 nights ·  December 2018,Couple,Reviewed: 3 January 2019,Superb,There are no comments available for this review,Not Available,9.2
2266,Saethor,Iceland,Double Guest Room,4 nights ·  January 2019,Couple,Reviewed: 3 January 2019,Fabulous,There are no comments available for this review,Not Available,8.8
2267,Carlos,Spain,Double Guest Room,5 nights ·  January 2019,Family,Reviewed: 3 January 2019,Very good,There are no comments available for this review,Not Available,8.3
2268,David,United Kingdom,Two-Bedroom Family Room,1 night ·  December 2018,Family,Reviewed: 3 January 2019,Exceptional,There are no comments available for this review,Not Available,10
2269,James,United Kingdom,Double Guest Room,1 night ·  December 2018,Couple,Reviewed: 2 January 2019,Superb,There are no comments available for this review,Not Available,9.2
2270,Martin,United Kingdom,Double Guest Room,3 nights ·  December 2018,Solo traveller,Reviewed: 1 January 2019,Good,There are no comments available for this review,Not Available,7.5
2271,Filiz,Switzerland,Family Room with Double Bed,1 night ·  December 2018,Family,Reviewed: 30 December 2018,Exceptional,There are no comments available for this review,Not Available,9.6
2272,Bianca,Malta,Double Guest Room,2 nights ·  December 2018,Couple,Reviewed: 29 December 2018,Good,There are no comments available for this review,Not Available,7.5
2273,Takavengwa,United Kingdom,Family Room with Double Bed,2 nights ·  December 2018,Family,Reviewed: 29 December 2018,Good,There are no comments available for this review,Not Available,7.9
2274,Andrew,United Kingdom,Family Room with Double Bed,1 night ·  December 2018,Family,Reviewed: 29 December 2018,Very good,There are no comments available for this review,Not Available,8.3
2275,Stephen,United Kingdom,Double Deluxe Room,1 night ·  December 2018,Couple,Reviewed: 26 December 2018,Exceptional,There are no comments available for this review,Not Available,10
2276,Chris,United Kingdom,Double Deluxe Room,1 night ·  December 2018,Couple,Reviewed: 26 December 2018,Good,There are no comments available for this review,Not Available,7.5
2277,James,United Kingdom,Double Deluxe Room,1 night ·  December 2018,Couple,Reviewed: 26 December 2018,Exceptional,There are no comments available for this review,Not Available,10
2278,Gary,United Kingdom,Double Guest Room,1 night ·  December 2018,Couple,Reviewed: 25 December 2018,Very good,There are no comments available for this review,Not Available,8.3
2279,Zoe,United Kingdom,Double Guest Room,1 night ·  December 2018,Couple,Reviewed: 24 December 2018,Exceptional,There are no comments available for this review,Not Available,10
2280,Kim,United Kingdom,Double Deluxe Room,1 night ·  December 2018,Couple,Reviewed: 23 December 2018,Fabulous,There are no comments available for this review,Not Available,8.8
2281,Tracy,United Kingdom,Double Guest Room,2 nights ·  December 2018,Couple,Reviewed: 19 December 2018,Fabulous,There are no comments available for this review,Not Available,8.8
2282,Ireneusz,United Kingdom,Double Guest Room,1 night ·  December 2018,Couple,Reviewed: 18 December 2018,Staff during was not as friendly as i would expect but otherwise the whole experience was excellent,There are no comments available for this review,Not Available,9.2
2283,Roger,Canada,Double Guest Room,2 nights ·  December 2018,Couple,Reviewed: 18 December 2018,Good,There are no comments available for this review,Not Available,7.5
2284,Led,Israel,Double Guest Room,4 nights ·  December 2018,Solo traveller,Reviewed: 17 December 2018,Exceptional,There are no comments available for this review,Not Available,10
2285,Ray,United Kingdom,King Executive Room with Lounge Access,2 nights ·  December 2018,Couple,Reviewed: 17 December 2018,Exceptional,There are no comments available for this review,Not Available,9.6
2286,Richard,United Kingdom,Double Guest Room,2 nights ·  December 2018,Group,Reviewed: 17 December 2018,Exceptional,There are no comments available for this review,Not Available,10
2287,Phuong,Czech Republic,Double Guest Room,2 nights ·  November 2018,Family,Reviewed: 17 December 2018,Fabulous,There are no comments available for this review,Not Available,8.8
2288,Michael,United Kingdom,Double Guest Room,1 night ·  December 2018,Couple,Reviewed: 16 December 2018,Superb,There are no comments available for this review,Not Available,9.2
2289,Julie,United Kingdom,Double Guest Room,2 nights ·  December 2018,Group,Reviewed: 16 December 2018,Exceptional,There are no comments available for this review,Not Available,10
2290,Arlene,United Kingdom,Double Guest Room,1 night ·  December 2018,Couple,Reviewed: 16 December 2018,Superb,There are no comments available for this review,Not Available,9.2
2291,Victoria,United Kingdom,Double Guest Room,2 nights ·  November 2018,Group,Reviewed: 15 December 2018,Exceptional,There are no comments available for this review,Not Available,10
2292,Hazera,United Kingdom,Double Deluxe Room,2 nights ·  December 2018,Couple,Reviewed: 13 December 2018,Superb,There are no comments available for this review,Not Available,9.2
2293,Rachel,United Kingdom,Double Guest Room,1 night ·  December 2018,Group,Reviewed: 12 December 2018,Superb,There are no comments available for this review,Not Available,9.2
2294,Kevin,United Kingdom,Double Guest Room,1 night ·  November 2018,Couple,Reviewed: 12 December 2018,Exceptional,There are no comments available for this review,Not Available,9.6
2295,Theresa,United Kingdom,Double Guest Room,2 nights ·  December 2018,Group,Reviewed: 11 December 2018,Good,There are no comments available for this review,Not Available,7.9
2296,Charlotte,United Kingdom,Twin Deluxe Room,1 night ·  December 2018,Family,Reviewed: 10 December 2018,Superb,There are no comments available for this review,Not Available,9.2
2297,Ashley,United Kingdom,Family Room with Double Bed,1 night ·  December 2018,Family,Reviewed: 9 December 2018,Exceptional,There are no comments available for this review,Not Available,9.6
2298,Olivia,United Kingdom,Double Guest Room,1 night ·  December 2018,Couple,Reviewed: 9 December 2018,Exceptional,There are no comments available for this review,Not Available,10
2299,Miss,United Kingdom,Double Deluxe Room,1 night ·  December 2018,Solo traveller,Reviewed: 8 December 2018,Fabulous,There are no comments available for this review,Not Available,8.8
2300,Canh,United Kingdom,Family Room with Double Bed,1 night ·  November 2018,Family,Reviewed: 6 December 2018,Exceptional,There are no comments available for this review,Not Available,9.6
2301,Jamestucker,United Kingdom,Double Guest Room,2 nights ·  December 2018,Couple,Reviewed: 5 December 2018,Exceptional,There are no comments available for this review,Not Available,10
2302,Tracey,United Kingdom,Double Guest Room,1 night ·  December 2018,Couple,Reviewed: 4 December 2018,Exceptional,There are no comments available for this review,Not Available,10
2303,Karfalla,United Kingdom,Double Guest Room,1 night ·  December 2018,Couple,Reviewed: 4 December 2018,Fabulous,There are no comments available for this review,Not Available,8.8
2304,Christopher,United Kingdom,Double Guest Room,1 night ·  December 2018,Family,Reviewed: 4 December 2018,Exceptional,There are no comments available for this review,Not Available,10
2305,Kevin,United Kingdom,Double Guest Room,1 night ·  December 2018,Couple,Reviewed: 4 December 2018,Exceptional,There are no comments available for this review,Not Available,9.6
2306,Anita,United Kingdom,Double Guest Room,1 night ·  December 2018,Couple,Reviewed: 3 December 2018,Superb,There are no comments available for this review,Not Available,9.2
2307,Wasim,United Kingdom,Double Guest Room,2 nights ·  December 2018,Couple,Reviewed: 3 December 2018,Exceptional,There are no comments available for this review,Not Available,9.5
2308,Edoho,United Kingdom,Double Guest Room,1 night ·  December 2018,Group,Reviewed: 3 December 2018,Exceptional,There are no comments available for this review,Not Available,9.6
2309,Jami,United Kingdom,Double Guest Room,2 nights ·  December 2018,Couple,Reviewed: 3 December 2018,Fabulous,There are no comments available for this review,Not Available,8.8
2310,Mark,United Kingdom,Double Guest Room,1 night ·  December 2018,Group,Reviewed: 3 December 2018,Very good,There are no comments available for this review,Not Available,8.3
2311,Hannah,United Kingdom,Double Guest Room,1 night ·  December 2018,Couple,Reviewed: 3 December 2018,Exceptional,There are no comments available for this review,Not Available,9.6
2312,Naseef,United Kingdom,Double Guest Room,1 night ·  December 2018,Couple,Reviewed: 3 December 2018,Superb,There are no comments available for this review,Not Available,9.2
2313,Shelley,United Kingdom,Double Guest Room,1 night ·  December 2018,Couple,Reviewed: 3 December 2018,Exceptional,There are no comments available for this review,Not Available,10
2314,James,United Kingdom,Double Guest Room,1 night ·  December 2018,Couple,Reviewed: 3 December 2018,Exceptional,There are no comments available for this review,Not Available,10
2315,Ivana,United Kingdom,Double Guest Room,1 night ·  November 2018,Couple,Reviewed: 30 November 2018,Exceptional,There are no comments available for this review,Not Available,9.6
2316,Mark,United Kingdom,Double Guest Room,1 night ·  November 2018,Couple,Reviewed: 29 November 2018,A good hotel with lovely rooms at the heart of Canary Wharf and very convenient for events at the O2,There are no comments available for this review,Not Available,9.2
2317,Richard,Germany,Double Guest Room,2 nights ·  November 2018,Solo traveller,Reviewed: 27 November 2018,Exceptional,There are no comments available for this review,Not Available,9.6
2318,Mark,United States,Twin Deluxe Room,3 nights ·  November 2018,Couple,Reviewed: 27 November 2018,Enjoyed our stay. Very accommodating.,There are no comments available for this review,Not Available,9.6
2319,Amandeep,United Kingdom,Double Guest Room,1 night ·  November 2018,Couple,Reviewed: 26 November 2018,Good,There are no comments available for this review,Not Available,7.5
2320,Claire,United Kingdom,Family Room with Double Bed,1 night ·  November 2018,Family,Reviewed: 26 November 2018,Exceptional,There are no comments available for this review,Not Available,9.6
2321,Anthony,United Kingdom,Double Guest Room,1 night ·  November 2018,Solo traveller,Reviewed: 24 November 2018,Exceptional,There are no comments available for this review,Not Available,9.6
2322,Suzanne,Guernsey,Double Guest Room,2 nights ·  November 2018,Couple,Reviewed: 22 November 2018,Exceptional,There are no comments available for this review,Not Available,10
2323,Olubukola,United Kingdom,Double Guest Room,1 night ·  October 2018,Solo traveller,Reviewed: 22 November 2018,Superb,There are no comments available for this review,Not Available,9.2
2324,Vlad,Romania,Double Guest Room,2 nights ·  November 2018,Couple,Reviewed: 20 November 2018,Exceptional,There are no comments available for this review,Not Available,9.6
2325,Amir,Israel,Family Room with Double Bed,3 nights ·  November 2018,Family,Reviewed: 19 November 2018,Superb,There are no comments available for this review,Not Available,9.2
2326,Miclea,Romania,Family Room with Double Bed,2 nights ·  November 2018,Family,Reviewed: 19 November 2018,Good,There are no comments available for this review,Not Available,7.5
2327,Robert,United Kingdom,Double Guest Room,1 night ·  November 2018,Couple,Reviewed: 12 November 2018,Superb,There are no comments available for this review,Not Available,9.2
2328,Nigel,United Kingdom,Twin Deluxe Room,2 nights ·  November 2018,Group,Reviewed: 12 November 2018,Fab experience,There are no comments available for this review,Not Available,10
2329,Luke,United Kingdom,Double Deluxe Room,1 night ·  November 2018,Couple,Reviewed: 12 November 2018,Good,There are no comments available for this review,Not Available,7.5
2330,Mark,United Kingdom,Double Guest Room,1 night ·  November 2018,Couple,Reviewed: 12 November 2018,Exceptional,There are no comments available for this review,Not Available,10
2331,Alan,United Kingdom,Double Guest Room,2 nights ·  October 2018,Couple,Reviewed: 9 November 2018,Exceptional,There are no comments available for this review,Not Available,10
2332,Nicola,United Kingdom,Double Guest Room,2 nights ·  November 2018,Couple,Reviewed: 8 November 2018,Good,There are no comments available for this review,Not Available,7.9
2333,Kyriacos,United Kingdom,Double Guest Room,1 night ·  November 2018,Couple,Reviewed: 7 November 2018,Exceptional,There are no comments available for this review,Not Available,9.6
2334,Maureen,United Kingdom,Double Guest Room,1 night ·  November 2018,Family,Reviewed: 6 November 2018,Exceptional,There are no comments available for this review,Not Available,10
2335,Stephen,United Kingdom,Double Guest Room,1 night ·  November 2018,Couple,Reviewed: 5 November 2018,Exceptional,There are no comments available for this review,Not Available,9.6
2336,Pauline,Ireland,Double Guest Room,2 nights ·  November 2018,Couple,Reviewed: 5 November 2018,Good,There are no comments available for this review,Not Available,7.5
2337,Kim,United Kingdom,Double Guest Room,2 nights ·  November 2018,Couple,Reviewed: 5 November 2018,Exceptional,There are no comments available for this review,Not Available,10
2338,Kylie,United Kingdom,Double Guest Room,1 night ·  November 2018,Couple,Reviewed: 5 November 2018,Exceptional,There are no comments available for this review,Not Available,10
2339,Pauline,United Kingdom,Twin Deluxe Room,1 night ·  November 2018,Couple,Reviewed: 4 November 2018,Exceptional,There are no comments available for this review,Not Available,10
2340,Elle,United Kingdom,Double Guest Room,1 night ·  October 2018,Solo traveller,Reviewed: 3 November 2018,Good,There are no comments available for this review,Not Available,7.5
2341,Matty,United Kingdom,Double Deluxe Room,1 night ·  October 2018,Family,Reviewed: 1 November 2018,Very good,There are no comments available for this review,Not Available,8.3
2342,Faith,United Kingdom,Double Guest Room,1 night ·  October 2018,Family,Reviewed: 1 November 2018,Very good,There are no comments available for this review,Not Available,8.3
2343,Agnieszka,Poland,Family Room with Double Bed,1 night ·  October 2018,Family,Reviewed: 30 October 2018,Very good,There are no comments available for this review,Not Available,8.3
2344,Jorn,Norway,Double Guest Room,2 nights ·  October 2018,Family,Reviewed: 28 October 2018,Good,There are no comments available for this review,Not Available,7.9
2345,Hajirah,United Kingdom,Double Guest Room,1 night ·  October 2018,Group,Reviewed: 28 October 2018,Superb,There are no comments available for this review,Not Available,9.2
2346,Joseph,United Kingdom,Double Deluxe Room,1 night ·  October 2018,Couple,Reviewed: 28 October 2018,Exceptional,There are no comments available for this review,Not Available,10
2347,Rachel,United Kingdom,Double Guest Room,1 night ·  October 2018,Couple,Reviewed: 28 October 2018,Exceptional,There are no comments available for this review,Not Available,10
2348,Andy,United Kingdom,Double Guest Room,3 nights ·  October 2018,Couple,Reviewed: 26 October 2018,Fabulous,There are no comments available for this review,Not Available,8.8
2349,James,United Kingdom,Twin Guest Room,2 nights ·  October 2018,Couple,Reviewed: 26 October 2018,Very good,There are no comments available for this review,Not Available,8.3
2350,Linda,United Kingdom,Double Guest Room,1 night ·  October 2018,Couple,Reviewed: 25 October 2018,Exceptional,There are no comments available for this review,Not Available,10
2351,Caroline,United Kingdom,Double Guest Room,1 night ·  September 2018,Couple,Reviewed: 25 October 2018,Exceptional,There are no comments available for this review,Not Available,9.6
2352,Ayshea,United Kingdom,Double Guest Room,1 night ·  October 2018,Couple,Reviewed: 25 October 2018,Superb,There are no comments available for this review,Not Available,9.2
2353,Sean,United Kingdom,Double Guest Room,1 night ·  September 2018,Couple,Reviewed: 25 October 2018,Exceptional,There are no comments available for this review,Not Available,10
2354,Christopher,United Kingdom,Double Guest Room,2 nights ·  October 2018,Couple,Reviewed: 23 October 2018,Superb,There are no comments available for this review,Not Available,9.2
2355,Rachel,United Kingdom,Twin Guest Room,1 night ·  October 2018,Group,Reviewed: 23 October 2018,Fabulous,There are no comments available for this review,Not Available,8.8
2356,Audra,United Kingdom,Family Room with Double Bed,1 night ·  October 2018,Family,Reviewed: 23 October 2018,Exceptional,There are no comments available for this review,Not Available,10
2357,Tina,United Kingdom,Double Guest Room,2 nights ·  October 2018,Couple,Reviewed: 23 October 2018,Superb,There are no comments available for this review,Not Available,9.0
2358,Catherine,United Kingdom,Double Guest Room,2 nights ·  October 2018,Couple,Reviewed: 22 October 2018,Fabulous,There are no comments available for this review,Not Available,8.8
2359,Trevor,United Kingdom,Double Guest Room,1 night ·  October 2018,Couple,Reviewed: 22 October 2018,Exceptional,There are no comments available for this review,Not Available,10
2360,Gary,United Kingdom,Double Guest Room,1 night ·  October 2018,Couple,Reviewed: 22 October 2018,Exceptional,There are no comments available for this review,Not Available,10
2361,Keith,United Kingdom,Double Guest Room,2 nights ·  October 2018,Couple,Reviewed: 21 October 2018,Exceptional,There are no comments available for this review,Not Available,9.6
2362,H,United Kingdom,Double Guest Room,2 nights ·  October 2018,Group,Reviewed: 20 October 2018,Very good,There are no comments available for this review,Not Available,8.3
2363,Nicholas,United Kingdom,Double Guest Room,1 night ·  October 2018,Couple,Reviewed: 19 October 2018,Exceptional,There are no comments available for this review,Not Available,10
2364,Kamran,United Kingdom,Double Guest Room,3 nights ·  September 2018,Couple,Reviewed: 18 October 2018,Exceptional,There are no comments available for this review,Not Available,10
2365,Lynda,United Kingdom,Double Guest Room,2 nights ·  October 2018,Group,Reviewed: 17 October 2018,Exceptional,There are no comments available for this review,Not Available,10
2366,Mahesh,United Kingdom,Double Guest Room,1 night ·  September 2018,Solo traveller,Reviewed: 15 October 2018,Very good,There are no comments available for this review,Not Available,8.3
2367,Alex,Ireland,Twin Deluxe Room,2 nights ·  October 2018,Family,Reviewed: 15 October 2018,Exceptional,There are no comments available for this review,Not Available,9.6
2368,Sean,United Kingdom,Double Guest Room,1 night ·  October 2018,Couple,Reviewed: 14 October 2018,Good,There are no comments available for this review,Not Available,7.5
2369,Saleh,United Kingdom,Family Room with Double Bed,2 nights ·  October 2018,Family,Reviewed: 14 October 2018,Fabulous,There are no comments available for this review,Not Available,8.8
2370,Gary,United Kingdom,Double Guest Room,1 night ·  October 2018,Family,Reviewed: 13 October 2018,Exceptional,There are no comments available for this review,Not Available,10
2371,Vaibhav,United Kingdom,Double Guest Room,1 night ·  October 2018,Solo traveller,Reviewed: 10 October 2018,Very good,There are no comments available for this review,Not Available,8.3
2372,Roderick,United Kingdom,Double Guest Room,2 nights ·  September 2018,Couple,Reviewed: 9 October 2018,Superb,There are no comments available for this review,Not Available,9.2
2373,Andrew,United Kingdom,King Executive Room with Lounge Access,1 night ·  October 2018,Couple,Reviewed: 8 October 2018,Exceptional,There are no comments available for this review,Not Available,10
2374,Jason,United Kingdom,Double Guest Room,1 night ·  October 2018,Couple,Reviewed: 8 October 2018,Exceptional,There are no comments available for this review,Not Available,10
2375,Megan,United Kingdom,Double Guest Room,1 night ·  October 2018,Group,Reviewed: 8 October 2018,Exceptional,There are no comments available for this review,Not Available,10
2376,Paul,United Kingdom,Double Guest Room,1 night ·  October 2018,Couple,Reviewed: 8 October 2018,Exceptional,There are no comments available for this review,Not Available,10
2377,Cameron,Guernsey,Double Guest Room,2 nights ·  October 2018,Couple,Reviewed: 8 October 2018,Good,There are no comments available for this review,Not Available,7.5
2378,Rachel,United Kingdom,Double Guest Room,1 night ·  October 2018,Couple,Reviewed: 8 October 2018,Exceptional,There are no comments available for this review,Not Available,10
2379,Neil,United Kingdom,Double Guest Room,1 night ·  October 2018,Couple,Reviewed: 6 October 2018,Exceptional,There are no comments available for this review,Not Available,10
2380,Mike,United Kingdom,Double Guest Room,2 nights ·  October 2018,Group,Reviewed: 4 October 2018,Exceptional,There are no comments available for this review,Not Available,10
2381,Martha,United Kingdom,Double Guest Room,1 night ·  September 2018,Couple,Reviewed: 2 October 2018,Good,There are no comments available for this review,Not Available,7.5
2382,Dutch,United Kingdom,Double Guest Room,1 night ·  September 2018,Couple,Reviewed: 2 October 2018,Exceptional,There are no comments available for this review,Not Available,10
2383,Stephen,United Kingdom,Double Deluxe Room,1 night ·  September 2018,Couple,Reviewed: 1 October 2018,Exceptional,There are no comments available for this review,Not Available,9.6
2384,Ian,United Kingdom,Double Guest Room,1 night ·  September 2018,Couple,Reviewed: 1 October 2018,Exceptional,There are no comments available for this review,Not Available,9.6
2385,Scott,United Kingdom,Double Guest Room,2 nights ·  September 2018,Couple,Reviewed: 1 October 2018,"We were attending a concert at The O2 so the hotel was ideal, being on 1 stop away on The Tube.",There are no comments available for this review,Not Available,8.8
2386,Barone,Switzerland,Double Guest Room,2 nights ·  September 2018,Solo traveller,Reviewed: 1 October 2018,Good,There are no comments available for this review,Not Available,7.9
2387,Yvonne,United Kingdom,Double Guest Room,1 night ·  September 2018,Couple,Reviewed: 1 October 2018,Good,There are no comments available for this review,Not Available,7.5
2388,David,United Kingdom,Double Deluxe Room,1 night ·  September 2018,Group,Reviewed: 1 October 2018,Superb,There are no comments available for this review,Not Available,9.2
2389,Craig,United Kingdom,Double Guest Room,1 night ·  September 2018,Couple,Reviewed: 1 October 2018,Exceptional,There are no comments available for this review,Not Available,10
2390,Maura,United Kingdom,Twin Guest Room,1 night ·  September 2018,Group,Reviewed: 30 September 2018,Superb,There are no comments available for this review,Not Available,9.2
2391,Robert,United Kingdom,Double Guest Room,1 night ·  September 2018,Group,Reviewed: 30 September 2018,Exceptional,There are no comments available for this review,Not Available,10
2392,Kay,United Kingdom,Double Guest Room,1 night ·  September 2018,Couple,Reviewed: 30 September 2018,Exceptional,There are no comments available for this review,Not Available,9.6
2393,James,United Kingdom,Twin Guest Room,1 night ·  September 2018,Group,Reviewed: 30 September 2018,Exceptional,There are no comments available for this review,Not Available,10
2394,M,Algeria,Double Guest Room,2 nights ·  September 2018,Solo traveller,Reviewed: 29 September 2018,Good,There are no comments available for this review,Not Available,7.5
2395,Chris,Netherlands,Double Guest Room,2 nights ·  September 2018,Group,Reviewed: 26 September 2018,Very good,There are no comments available for this review,Not Available,8.3
2396,Ronel,Ireland,Double Deluxe Room,2 nights ·  September 2018,Family,Reviewed: 25 September 2018,Exceptional,There are no comments available for this review,Not Available,9.6
2397,Valerko,Slovakia,Family Room with Double Bed,1 night ·  September 2018,Family,Reviewed: 25 September 2018,Exceptional,There are no comments available for this review,Not Available,9.6
2398,Matteo,Italy,Twin Guest Room,3 nights ·  August 2018,Couple,Reviewed: 21 September 2018,Superb,There are no comments available for this review,Not Available,9.2
2399,Mike,United Kingdom,Double Guest Room,2 nights ·  September 2018,Couple,Reviewed: 19 September 2018,Good,There are no comments available for this review,Not Available,7.5
2400,Brigita,United Kingdom,Double Guest Room,2 nights ·  September 2018,Couple,Reviewed: 18 September 2018,Exceptional,There are no comments available for this review,Not Available,10
2401,Thomas,Germany,Double Guest Room,2 nights ·  September 2018,Couple,Reviewed: 18 September 2018,Exceptional,There are no comments available for this review,Not Available,9.6
2402,Farina,United Arab Emirates,Twin Deluxe Room,2 nights ·  September 2018,Group,Reviewed: 18 September 2018,Good,There are no comments available for this review,Not Available,7.9
2403,Paul,United Kingdom,Double Guest Room,2 nights ·  September 2018,Couple,Reviewed: 18 September 2018,Exceptional,There are no comments available for this review,Not Available,10
2404,Sarah,United Kingdom,King Executive Room with Lounge Access,1 night ·  September 2018,Couple,Reviewed: 17 September 2018,Exceptional,There are no comments available for this review,Not Available,10
2405,Mark,United Kingdom,Twin Guest Room,1 night ·  September 2018,Solo traveller,Reviewed: 17 September 2018,Exceptional,There are no comments available for this review,Not Available,10
2406,Lee,United Kingdom,Double Guest Room,1 night ·  September 2018,Couple,Reviewed: 17 September 2018,Fabulous,There are no comments available for this review,Not Available,8.8
2407,Kerry,United Kingdom,Twin Deluxe Room,1 night ·  September 2018,Couple,Reviewed: 17 September 2018,Fabulous,There are no comments available for this review,Not Available,8.8
2408,Andrew,United Kingdom,Twin Deluxe Room,1 night ·  September 2018,Family,Reviewed: 17 September 2018,Superb,There are no comments available for this review,Not Available,9.2
2409,Maxine,United Kingdom,Twin Guest Room,1 night ·  August 2018,Couple,Reviewed: 13 September 2018,Very good,There are no comments available for this review,Not Available,8.0
2410,J,United Kingdom,Twin Guest Room,1 night ·  September 2018,Group,Reviewed: 12 September 2018,Superb,There are no comments available for this review,Not Available,9.2
2411,Malcolm,United Kingdom,Double Guest Room,1 night ·  September 2018,Couple,Reviewed: 12 September 2018,Exceptional,There are no comments available for this review,Not Available,10
2412,Stacey,United Kingdom,Double Guest Room,1 night ·  September 2018,Group,Reviewed: 12 September 2018,Exceptional,There are no comments available for this review,Not Available,10
2413,Elaine,United Kingdom,Twin Deluxe Room,1 night ·  September 2018,Group,Reviewed: 10 September 2018,"relaxing, and most enjoyable",There are no comments available for this review,Not Available,10
2414,Arbab,United Kingdom,Family Room with Double Bed,1 night ·  September 2018,Family,Reviewed: 9 September 2018,Good,There are no comments available for this review,Not Available,7.5
2415,Simon,United Kingdom,Double Guest Room,1 night ·  September 2018,Solo traveller,Reviewed: 8 September 2018,Exceptional,There are no comments available for this review,Not Available,9.6
2416,Susan,United Kingdom,Double Guest Room,2 nights ·  August 2018,Family,Reviewed: 8 September 2018,Exceptional,There are no comments available for this review,Not Available,10
2417,Kennedy,United Kingdom,Twin Guest Room,1 night ·  August 2018,Solo traveller,Reviewed: 6 September 2018,Very good,There are no comments available for this review,Not Available,8.3
2418,Jonathan,United Kingdom,Twin Guest Room,1 night ·  August 2018,Family,Reviewed: 6 September 2018,Good,There are no comments available for this review,Not Available,7.5
