Title,Review,Date,Rating
International Rugby Stay,"Managed to park in the hotel parking and paid £25 for 24hrs as we were staying in London the following day. I thought this was quite a good price and a weight off my mind as to what I was going to do with the car. Checking in was easy and took no time at all. We had a family room on the 5th floor. Room was fine, a bit tired and the single beds were v hard and the pillows needed stuffing in them, it was like lying flat. I also couldn't get the temp to go down in the room, v warm. As we got their late from the rugby we decided to eat at the hotel £15 a head for serve yourself 3 course meal. Not a lot of choice but not bad for £15. Bar etc was good. Breakfast in the morning was a good(Self Service), we had traditional English with toast/coffee. Set us up for the day. Check out was",Date of stay: November 2019,"<span class=""ui_bubble_rating bubble_30""></span>"
London day out,"The Worst hotel we have ever stayed at.very noisy,very hard unconfortable bed,very poor breakfast.shell in the eggs which cut my lip.cheap sausages and bacon.needs a refurbisment.i woudnt stay here again.",Date of stay: November 2019,"<span class=""ui_bubble_rating bubble_10""></span>"
Mixed Bag,"Pros - Check in went smoothly and staff were polite - Although the decor is outdated, we found it very clean - Breakfast is buffet style and although a bit limited in what they offer, everything is topped up regularly and tasted fine (except the “orange” juice!). There is also plenty of seating in the restaurant. - Situated in a nice location  Cons - The mattress in our room is very uncomfortable. I’m currently writing this review at 4:30am after having had no sleep. If I lie on my side I can feel the springs. Counting them might help me fall asleep....🤔 - The pillows are very thin. A spare pillow is provided in the wardrobe but it makes no difference",Date of stay: November 2019,"<span class=""ui_bubble_rating bubble_30""></span>"
Mothers 70th birthday,"I have stayed here once before 2 years ago and love it’s location close to all train line / underground services etc. On check in the staff where lovely and throughout our stay both myself and my mother made contact with the reception desk and concierge. They were so helpful and willing to help that I even got their names I was so impressed how they catered for any requests advice on sightseeing etc and how they were with what I would say as challenging guests  They were Jesef, Mar, Sakib, and Beatrice yes most work late night shift a very strong team thank you for everything the housekeeping on the 8th also was friendly did a great job didn’t get her name but every morning said good morning and asked how we are lovely touch.breakfast was good as well I will most certainly be",Date of stay: November 2019,"<span class=""ui_bubble_rating bubble_50""></span>"
My booking,So I booked for one night last minute and was paying cash As I was attending a special event On arrival to check in the queue was long got to front and would not be checked in as the hotel would not take deposit in cash as I did not have photo i.D unfortunately I did not get email as left my tablet at home They cancelled my booking Please be aware if you book here you need i.D pay for so do and pay for car park the staff just did not understand what I was saying,Date of stay: November 2019,"<span class=""ui_bubble_rating bubble_20""></span>"
Needs a refurb,"Have just stayed 2 nights in this hotel and was really worried after reading the awful reviews, I even tried to cancel my booking through  booking.com and directly with the hotel but the manager I spoke to on the phone was totally unhelpful and thought it was funny that I had concerns regarding rats and mice being reported in numerous reviews “ to quote him at least we don’t have wolves ha ha” well anyway he would not consider a refund so with some trepidation we stayed the 2 nights, it is very dated and not particularly clean but overall tbh it was ok for the price paid, would I stay there again - definitely not but after reading the horrible reviews it wasn’t as bad as jaws expecting and the location was much more central than I was expecting with easy access to all the bars",Date of stay: November 2019,"<span class=""ui_bubble_rating bubble_20""></span>"
Never again,"I knew that things in this hotel were going to be trying from the moment I arrived. Four staff in the reception, no one waiting yet none would raise their head and acknowledge my presence. The rooms are tired, the air conditioning so loud I could t stand it on, the chair was broken. It was always hard to know whether the room was cleaned each day. Don’t bother",Date of stay: November 2019,"<span class=""ui_bubble_rating bubble_10""></span>"
Noelia made it better,"I chose this hotel because it is not far from EXcel London and was much less expensive then the hotels in the 02 area. If you have the budget though... stay at the hotels in the 02 area.  Nonetheless... I did have a great first impression thanks to Noelia, the receptionist that checked me in.  She is kind and professional and even though the hotel is old, doesn't offer the services other hotels offer for free .... luckily she made my experience a great one.  This hotel should value employees like her that give guests a great welcome and first impression (especially since rooms are old and not in great shape) FYI: Wifi is only free in the room for 2 , 20 minutes periods a day.   Thanks again to Noelia and I would suggest the hotel make wifi free as it is the standard.",Date of stay: November 2019,"<span class=""ui_bubble_rating bubble_30""></span>"
One night away,"Looked ok but the food in the restaurant was awful, staff n the restaurant were under par. Room was ok. Wouldn’t stay here again. No idea what breakfast will be like🤔 Towels are tiny!  I know we booked with groupon but still think the price was overpriced",Date of stay: November 2019,"<span class=""ui_bubble_rating bubble_20""></span>"
"PRICE PRICE, I had an ok stay. Kinda like the decor.","I like the old decor. For the money you can’t complain. Ideal for cheap business.   Of course the food was crap. I got woke up early by water noise, the house keeping knocked on my door at 8am whilst I was getting ready. She let her self in she saw my todge.   Bed is small. Other than that for the money I was happy. You get allot less for same money else where.",Date of stay: November 2019,"<span class=""ui_bubble_rating bubble_40""></span>"
Rat in my Room,"I have stayed at this hotel on many occasions whilst working in London, without issue. However, on a recent visit, my daughter was struck down with a vomiting bug after 48hrs, she was so ill that 111 doctors suspected food poisoning. After 4 nights of hearing odd sounds in the room, we looked in horror to see what looked to be a rat emerging from the back of wardrobe (see pic)!! We were moved but my daughter was too ill to leave the hotel. On moving rooms we noticed some grapes we had previously been eating showed clear signs of small vermin teeth marks. I strongly suspect this was the route of the illness. To make matters worse, I sat in the bar a few days later and a mouse shot out from under a chair! Despite a formal complaint I never received an apology. My stay cost over",Date of stay: November 2019,"<span class=""ui_bubble_rating bubble_10""></span>"
Shockingly terrible from the start,"Currently loving our ""upgrade"" to an ""executive twin"" room at the Britannia International Hotel,not. And by upgrade we mean theyve clearly double booked and stuck us in whatever crap room they have. Dirt and mold all over the bathroom, finishings are trashed, looks like its just been brought and is about to be stripped for renovation.absolutely disgusting",Date of stay: November 2019,"<span class=""ui_bubble_rating bubble_10""></span>"
Sir,Excellent food and attitude young chef   Didar Papito he spoke to us my wife and I he   had a lovely smile we told him we will be back 😊  We never had this feeling after speaking.to chef Didier his cute charming.and we like to come back well done,Date of stay: November 2019,"<span class=""ui_bubble_rating bubble_50""></span>"
Unwarranted Horror Stories....,I booked this hotel online before reading the TripAdvisor reviews. To say I was concerned is an understatement. On arrival reception was busy but we were checked in quickly and without any bother. I used a different card from that booked with but this wasn't an issue. The room was  on the 9th floor with a fantastic view toward the City. It was clean and tidy. The added addition of an ironing board and iron was helpful.  We didn't use the bar facilities or restaurant so cannot comment but they both seemed to be rather full throughout the whole weekend.  All in all a comfortable hotel in the heart of Canary Wharf. Yes the fixture and fittings are out dated and yes it is like stepping back a couple of decades but £137 for two nights what does one expect. Pay a lot more to stay at a,Date of stay: November 2019,"<span class=""ui_bubble_rating bubble_40""></span>"
Very good,"Stayed one night in the Britannia, very good rate for the area. I was slightly concerned with the photos showing a dated grand hotel and assumed it would be tired etc. The hotel may be a grand dated building but there was no sign of wear and tear and everything worked as it should. The hotel is very clean and has everything you need for a stay in the area.  Overall very pleased and would recommend to anyone looking for a good rate in the area.",Date of stay: November 2019,"<span class=""ui_bubble_rating bubble_40""></span>"
Very poor experience!,"Overnight stay left horribly dissatisfied.  Company prepaid for stay, yet difficulty checking in without the same company credit card on my person. 30 mins sorting out on arrival followed by 30 mins in morning of departure to sort out.  Will not be back.  Hotel is also in desperate need of a refurbishment.  Breakfast was good however...",Date of stay: November 2019,"<span class=""ui_bubble_rating bubble_10""></span>"
Way overdue for maintenance,"Book somewhere else: beds are totally worn out, sqeeking sounds from both mattress and bed itself. Carpets and furniture simply disgusting and Not clean. Reception was ok but no more. Phone from room not working. Internet only for 20min or you need to pay for proper WiFi service. Air con  running and making noise but air is still not good. Probably a good hotel 40 years ago. Breakfast crowded and bare minimum",Date of stay: November 2019,"<span class=""ui_bubble_rating bubble_10""></span>"
"Well located and value for money, but paid WIFI","The hotel is very well located within easy walking distance of the Canary Wharf business district and shopping malls. It is one of the cheaper hotels in the area and I believe it was good value for money. The breakfast room and bar are both level with the water and have a great view while eating.  While some may see the decor as dated and carpets a bit worn, I really like the period feel, It is definitely not modern and has a very eighties feel, and I appreciated that it was something different and unique - pleasant change.  The room was well sound insulated and I slept very well both nights.  The hotel does seem to be looking for extra revenue streams - it seems ridiculous that a 4 star hotel should charge GBP7 per night for WIFI (the free 20 in was really fast though)",Date of stay: November 2019,"<span class=""ui_bubble_rating bubble_40""></span>"
worst hotel,The worst hotel ever. Room with no window. Bad service . I pay for parking for 2 days and they put penalty 170 pounds for 1 hour parking. They take money from my Visa without asking!!!!! Change your policies and respond CLIENTS!!!!!,Date of stay: November 2019,"<span class=""ui_bubble_rating bubble_10""></span>"
Worst hotel ever,"I paid 714 euros via Booking.com for six nights in this hotel and it doesn't include breakfast, dinner or wifi. I asked the Indian manager who was on duty the night i arrived why i had to so much for just the room and he told me to refer to booking.com as that was where i did my booking. Next day i showed him these photos of the room i was put in and instead of him changing the room or better still upgrade it he sent a carpenter to fix the bed head which actually made no difference at all. I'm so very disappointed both at booking.com and Britannia international hotel in canary wharf.",Date of stay: November 2019,"<span class=""ui_bubble_rating bubble_10""></span>"
Worst hotel in London,Booked 3 rooms for business. Painful check in process and very tired rooms. My room had a blocked sink full of dirty water and dirty sheets. Manager (Rudolf) or GM refused to provide refund the next day or acknowledge any problems in the room or their customer service. I suggest you book any other hotel in London. This is seriously bad.,Date of stay: November 2019,"<span class=""ui_bubble_rating bubble_10""></span>"
Would’t give it any stars if that was an option.,"Check in experience was nothing I’ve ever witnessed, the stay was brought for me as a gift for my birthday ‘pre paid’ from my dad. On check in we where asked for the same card that had paid - not having this on us.   The reception refused to let us continue the check in ( wasting 30 minutes of our time ) and wouldn’t sympathise with me & my sister while we where actually crying as we where so embarrassed that we couldn’t just check into a room that had been PRE PAID.   We ow them nothing and to ruin our stay even more this made us late getting to the O2 and we had to rush there because the check in took so long.  No apology was given at all the ‘manager’ actually came across passive aggressive toward us even when we where crying , one lady did offer us tissues but over all I",Date of stay: November 2019,"<span class=""ui_bubble_rating bubble_10""></span>"
"Awful hotel, bad service and awful food","Hotel is seriously outdated in terms of decor (all a bit 1980s and very worn). Wifi was hit and miss. Reception staff were slow, unhelpful and several of them stank of cigarette smoke. Food at breakfast and dinner was equally bad. Really surprised to have such a large hotel in a key area marketing itself as a business hotel when it really is so bad. Basic necessities like an ironing board and iron were unable to be delivered to my room because no one was available (and I wasn't allowed collect it from reception either). Steer clear of this one!",Date of stay: October 2015,"<span class=""ui_bubble_rating bubble_10""></span>"
A Fawlty Towers experience but worse,"Absolutely awful.  Room was freezing. We had to move rooms at 04:30am. No apology.  Ordered sandwiches and drinks when we returned from our night out. Told the hotel had no cheese or tomatoes (what?)  And a mouse ran across the floor of the lobby. When we informed reception the gentleman didn't even speak. He just stared at us. Stared!!! No apology again, he didnt even acknowledge we were standing in front of him. Maybe he had no English, I don't know.   Called for the night manager (Darius) who informed us that pest control had been in just two weeks ago. No apology from him either.  Toilet didn't flush.  My duvet was ripped.  20 minute free wifi barely worked.  ""Sports bar"" has ONE sports channel. Hotel hallway stank of smoke.  This place should be closed down.",Date of stay: October 2016,"<span class=""ui_bubble_rating bubble_10""></span>"
A good quality price hotel,"It's very well placed, 5 minutes from Canary wharf tube station, rooms are big and clean, with everything you may need. You also have coffee and tea facilities in your room, which is always nice after a working or visiting long day. Staff are efficient and friendly. It's cost me 36£ a night for a double room with single use. I strongly recommended.",Date of stay: October 2016,"<span class=""ui_bubble_rating bubble_40""></span>"
A little escape to Las Vegas,"I found the hotel quirky and at times it reminded us of Las Vegas. Although the previous reviews mentioned the decor to be updated I thought it was quite luxurious. Staff were friendly and I had got the room for a bargain. We had purchased the double room (with no window & no breakfast) for one night as we were going to s concert at the o2.  Pros: Very clean room, comfortable bed, complimentary toiletries and no noise could be heard from the other rooms. Although no window, there was air con so it didn't feel stuffy. Very helpful and friendly cleaners.  Cons: Parking costs £21 for 24hrs before 6pm and £15 after. I suppose they have to make their money somewhere but I though it to be steep.  Advice: book your own taxi, the hotel's appointed service will charge £18, when in fact",Date of stay: October 2016,"<span class=""ui_bubble_rating bubble_40""></span>"
A lovely Stay,"Genuinely a lovely stay overall....large room and bathroom, with floor to ceiling windows looking onto Canary Wharf. I can understand some comments surrounding the staff though, especially at night... they could smile more! Only ate once for breakfast, but a good selection, and was warm. Bed was comfortable and rooms changed daily. Thought for a four star wifi should be included, and difficult to watch Television properly due the angle of the wall. However, a good stay overall and would stay again.",Date of stay: October 2016,"<span class=""ui_bubble_rating bubble_40""></span>"
A very lovely stay at Britannia International Hotel Canary Wharf,"My husband and I stayed at Britannia International at Canary Wharf for 3 nights as we were attending a convention at the Hilton Hotel at Canary Wharf.  I had been looking for a hotel in London for several days when I noticed that there was a big offer on rooms at the Britannia Canary Wharf hotel.  The only thing was though that the cheapest room was a room without a window, but I booked it anyway a couple of weeks before our upcoming stay.  When we arrived at the hotel I noticed that the price of an upgrade to an executive room with a view was only GPB 30 per day so I jumped at the chance and got an upgrade.  We got a beautiful, spacious room on the 8th floor with a fantastic view of the tall buildings in Canary Wharf. I am so glad that I upgraded, I would not have wanted to",Date of stay: October 2016,"<span class=""ui_bubble_rating bubble_50""></span>"
Amazing time!,"This hotel was Amazing! When we got here we got a compliementy upgrade!  We walked in the door there was beautiful black stairs that spiralled up into our room, we had a huge clean room with a lovely jet bath! And a massive balcony! A bit of a walk from the station but that's ok!  Couldn't fault this hotel we had an amazing time and will be back!  Thank you so much!",Date of stay: October 2016,"<span class=""ui_bubble_rating bubble_50""></span>"
Ancient,"Hotel is in desperate need of a refurbishment, bed lumpy and rock hard, room in need of a good clean. I am sure I've been bitten. Staff need to cheer up. Very noisy from road traffic avoid at all cost.",Date of stay: October 2016,"<span class=""ui_bubble_rating bubble_10""></span>"
Avoid at all costs!!,"This hotel is a disgrace from the moment we stepped inside it every thing was very grubby and old fashioned. Corridors smelled like smoke room was cold,the room was clean but very worn. The only good thing I got from the experience was was the shower which was warm and powerful. Now on to the most disgraceful part... there are mice running around the lobby. After being out for the night we were having a nightcap we saw mice running around twice, inches from our feet. At this stage we left our full drinks and cancelled the sandwiches that we ordered as we we were so horrified and only for it was so late we would have left. The management are obviously very used to getting these complaints as they admitted there was a problem with mice. I personally think the place should be shut",Date of stay: October 2016,"<span class=""ui_bubble_rating bubble_10""></span>"
Bad!!,Left my £100 straighteners behind. Spoke to the manager on 10 occasions after over 40 phone calls! Never sent them back to me! More than the price of the room. Even when we were staying there we got lost on the way back and the staff wouldn't help us with directions back! Don't stay here!,Date of stay: October 2016,"<span class=""ui_bubble_rating bubble_10""></span>"
Cheap and clean,"Paid £85 for decent size double room, not bad in Canary Wharf. Very busy hotel, had to wait 15 minutes to check in and did not get a warm welcome! If things like that and very slow infrequent lifts bother you then this ain't the hotel for you. Room dated, but very clean, as was bathroom, kettle, tea coffee stuff, iron and ironing board and TV all OK. Ideal for working away in week. Didn't use any hotel facilities or restaurants and didn't have breakfast but will use hotel again as cheap and convenient.",Date of stay: October 2016,"<span class=""ui_bubble_rating bubble_30""></span>"
Disappointed,"Beautiful hotel, the room was nice,  very good location canary wharf was 10 minutes walk that's the good the bad.  Room bloody cold all the air con did was blow cold air temp showed 11 degrees give up with the fan in the end noisy and cold.  Cover on the bed just covered the bed so did not cover us when under.  Tea and coffee in the room 2 of each ask for more 1 extra.  Had the breakfast on the first morning wow talk about rude took vouchers off told sit over there help yourself. Food was over cooked and of poor quality not worth £10  Woken up 8 am with the building workers out side drilling ect ect no sound insulation not good.",Date of stay: October 2016,"<span class=""ui_bubble_rating bubble_20""></span>"
Don't stay here,It cost an extra £20 a night for a room with a window - not with a view just a window  It cost an extra £7 per 24 hours for the internet- that's per device   Not in a good part of London  Very old and grubby   It used to be a great hotel but NOT now,Date of stay: October 2016,"<span class=""ui_bubble_rating bubble_10""></span>"
excellent desk staff,"I can't understand some reviews complaining about the staff. I stayed there for a week, and I can only express my gratitude for the kindness of the people at the desk, in particular Maria Antonia Nieto, so friendly and helpful!",Date of stay: October 2016,"<span class=""ui_bubble_rating bubble_30""></span>"
Extremely dated,Set amongst all the modern buildings of Canary Wharf the Britannia looks and feels as if it has been there for years and no money has been spent on the place since day 1. The rooms are a decent size for London but the furnishings are tired and the bathrooms very dated. Soundproofing is non existent - every train that passes on the nearby DLR feels like it's coming through your room so don't expect a good nights sleep,Date of stay: October 2016,"<span class=""ui_bubble_rating bubble_20""></span>"
Good break,"The hotel is great value for central London and Canary Wharf. Prices in restaurants and bars are very good also for the location and some great shopping centres nearby. The rooms are dated but always clean and in London there is enough to see without staying in room all day, there are some regular staff who are very good and that is a good reflection as staff in these places change very quickly usually.",Date of stay: October 2016,"<span class=""ui_bubble_rating bubble_50""></span>"
Good value for location,"The hotel is in a great location a few minutes walk from Canary warf, with easy access to the tube/DLR and the city.  Considering this, the price at £130 is competitive and fair.  Rooms are a little tired but clean, this occassion i stayed in a room with no window.. it was not nice. Make sure you upgrade unless you just want to sleep.  The lobby service is a bit slow and staff moderately helpful. Bar area was noisy with the music turned up too loud.  It is not a fantastic hotel, but it is clean well located and represents good value.",Date of stay: October 2016,"<span class=""ui_bubble_rating bubble_30""></span>"
Great location,"Location is key to this hotel, not to far from the city but still in a quiet area. Short walk to the dlr and before you know it your in London. Easy to get to by train and car, close to the o2, westfeilds etc. Rooms could do with an update as there basic but clean,you know what your getting a no thrills room. Great staff, great location",Date of stay: October 2016,"<span class=""ui_bubble_rating bubble_30""></span>"
Great looking hotel from the outside but very poor on the inside,"This hotel really needs an update booked an executive suite more like a standard double very poor decor small double bed on (casters) paid good money for this room & was so unimpressed breakfast was another experience no tea cups next to hot water has  you would expect but a very helpful kitchen porter apologising for the managers mistake he should be the MANAGER I'm sorry I never got he's name,would definetly not stay at this hotel again money for old rope please avoid if you can also the double glazing is single & being on the tenth floor can still hear the docklands railway rolling past so don't try to have a nice afternoon sleep it won't happen, very unimpressed. Dave & Julie.",Date of stay: October 2016,"<span class=""ui_bubble_rating bubble_10""></span>"
Great Stay,Got this hotel on a deal and stayed for two nights 27th/28th October. Very comfortable the staff were friendly and the hotel in excellant order. Would certainly go back again. Convenient for the rail links into london.,Date of stay: October 2016,"<span class=""ui_bubble_rating bubble_50""></span>"
Hawkins,Don't get a room with no window go for the upgrade.  Had an extractor fan on that you couldn't turn off and basically couldn't sleep.  Nearly up and left at 3 in the morning.  Shocking.  My own fault and being tight and not upgrading - I would presume those rooms are better - surely!!,Date of stay: October 2016,"<span class=""ui_bubble_rating bubble_10""></span>"
Hot rooms,Stayed here on a 2 night trip with national holidays. Great value for money but quite a dated hotel. Room was extremely spacious but the air con was poor. Our daughters room was a stifling 29 degrees at night & it's impossible to open the windows. A fan helped a little.  The staff were welcoming & the breakfast was very good. Would stay here again if the room temperature issue was sorted. All the other guests had the same problem so wasn't just us!  Likes the area $ great views.,Date of stay: October 2016,"<span class=""ui_bubble_rating bubble_30""></span>"
Hotel was OK,"We stayed at this hotel as a package with National Holidays. Hotel is clean, not many English staff, towels changed everyday bed made daily etc. Rooms extremely hot and no air-conditioning due to time of year. Had to call reception to open window, they also provided a fan with no fuss. Evening meal is buffet service. Choice limited but still managed to have 3 courses. Bar service good and reasonable priced drinks. No entertainment. 5 minuets walk to nearest tube. Very noisy are at moment due to massive road works and new building being built outside and around hotel. Also under flight path to London City Airport. On 15 mins on tube to central London.  (Tube not for the faint hearted) oyster card best value for money. Over all would stay here again, and proberbly will later in",Date of stay: October 2016,"<span class=""ui_bubble_rating bubble_40""></span>"
It Exceeded Expectations,"I find British hotels to be a bit cramped but this was not the case with Britannia.  I appreciated seeing a hair dryer and an iron that was not tethered to an ironing board.  Those little things matter. There weren't traditional wash cloths in the bathroom (they all looked like hand towels), the bed was a bit small and the mattress could have been softer, but overall it was still a comfortable room.",Date of stay: October 2016,"<span class=""ui_bubble_rating bubble_40""></span>"
It's ok!,"I see some of the reviewers have slated this place! I can't see an issue if I'm honest! First things first, I agree totally that this place is by no means worthy of its 4⭐️ status. A 3⭐️ at very best and yes, it's a hotel that would've once been very grand but is now looking dated! But a lot of people have mentioned how unclean it is. Not from what I've seen! It's clear they are undergoing some pretty serious renovations so maybe I was lucky and got a recently refurbished room. But it was spotless. Everything was immaculately clean from the carpet and curtains to the bathroom. If you get this hotel at the right price, which I did, you can't really complain. Check in was a bit slow and clueless with the receptionist having to run off and check this with the manager and check that",Date of stay: October 2016,"<span class=""ui_bubble_rating bubble_30""></span>"
My two nights stay,"This hotel has seen better days, the furniture in the room and about the hotel is worn and tired, the carpets could also do with replacing. Looking out of our window was partly obscured due to the lack of window cleaning. The staff are very pleasant and pleased to assist in any way they can. The food in the restaurant at breakfast is good but for dinner the choice is very limited and not top quality. The system in the restaurant is very poor with long Waiting times to get a seat , if there are two of you one has to fetch their meal while the other sits at the table otherwise someone else takes your seat.",Date of stay: October 2016,"<span class=""ui_bubble_rating bubble_30""></span>"
Nice clean hotel,"My boyfriend and I stayed for one night. The location of the hotel is just outside Canary Wharf, the hotel room was clean and had a comfy bed, the staff were helpful and friendly. Even though they charge for Wifi there was 4G in our room. We didn't stay for breakfast as it was £13.50 each which was a little expensive but with a few restaurants inside, a pool and a pub next door there was always something to do.   Oh and a great price only £79 on booking.com.",Date of stay: October 2016,"<span class=""ui_bubble_rating bubble_40""></span>"
Not bad at all.,"Just stayed 3 nights----staff friendly, efficient and helpful.  Smile and people smile back, anything wrong---report it and it gets done. Plenty choice at breakfast ---- toasters all over the world are not 100%.  Evening meal ok. Interesting area to walk around and see------loads of building work----- buses, tube and trains. Large shopping area.   Very large room and windows on seventh floor-----no smoking smell-----no mice.    Powerful shower------all kept very clean. Could do a lot worse.",Date of stay: October 2016,"<span class=""ui_bubble_rating bubble_40""></span>"
Not great at all,I stayed here and been travelling all day with heavy suitcase so then we were given a room with stairs to bedroom and went to use the shower head was broken then book for the swimming pool as well then get told its out of order was not impressed at all breakfast was shocking sausages where like cardboard was not at all impressed,Date of stay: October 2016,"<span class=""ui_bubble_rating bubble_20""></span>"
OK but needs work.,"We stayed here for one night at the week end.  Check in staff were very friendly and helpful.  Underground car park couldn't have been nearer but it cost £25 per 24 hours! The bedroom was a decent size with en suite bathroom and very clean.  Our room was at the back of the hotel and consequently had great views over part of Canary Wharf.  The views from the front were much less attractive.  Also it appears that not all bedrooms have windows!!!  If you need an upgrade it will cost you £20 for a window!!! The hotel although clean is in serious need of a refurbishment and is looking decidedly tired. Also there is a great deal of construction work going on all around the hotel which could cause noise problems during the week? Apart from the lady in the bar, who was very pleasant and",Date of stay: October 2016,"<span class=""ui_bubble_rating bubble_30""></span>"
Old fashoned but good,Stayed here for a couple of nights whilst visiting Canary Wharf. Got good deal on Groupon. 10 min walk from South Quays DLR or has parking if you drive. Rooms are quite old fashioned but with solid mahogany furniture. this was my third visit and my room was huge with a dining area and a Jacuzzi! Breakfast is help yourself and can be busy and a bit dried up. Orange juice tasted as though very watered down. Good views over London. Pool was not open this time so cant comment.,Date of stay: October 2016,"<span class=""ui_bubble_rating bubble_40""></span>"
"Old hotel, very good position for business area in London, good services","I stayed 4 nights at Britannia Hotel. Problems with heating system in the room, the room was clean but it looked such everything in that room was very old, good services, very good breakfast, the swimming pool and the spa zone was closed when I stayed in the hotel. In conclusion, acceptable conditions. The main reason I will choose this hotel in the future is his position to the business area in Canary Wharf-10-15 minutes.",Date of stay: October 2016,"<span class=""ui_bubble_rating bubble_30""></span>"
Out of date,"Stayed here for 1 night for the 3 time over the last few years but this place certainly is deteriorating. This time we had family room on the 11th floor as we had our 6 year old son with us. To be fair the room was very good, very large with plenty of space. Just a shame that it had a locked conjoined door to a couple that decided for a full hour at midnight to have a MASSIVE domestic!! Just thankful it didn't wake our son up and I don't know how it didn't especially considering the 'colourful' language let alone the volume coming from them! The breakfast seemed no where near as good as previous visits. All the sausages & bacon etc just tasted reheated. I think this could be our last stay here and what I don't think will help this hotel is the new, nearly looking open Novetel",Date of stay: October 2016,"<span class=""ui_bubble_rating bubble_30""></span>"
Really good Sunday stay,"Booked for a good price via Last Minute - double room without windows. Arrived to check in slightly before check in time and it was not a problem. Also, asked if it is possible to have a twin room instead and receptionist was kind and gave us one. Were pleasantly surprised by the size of the room as rooms without windows are usually tiny with no space to move around, but this was a nice size room, with a good size bathroom. Good value for money.  Only thing that was missing is an air-conditioner since there are no windows, but not a big problem. We had a very good sleep, reccommended hotel when in London, Canary Wharf",Date of stay: October 2016,"<span class=""ui_bubble_rating bubble_50""></span>"
Room Switch,"Currently staying in room 1003, I was originally in 1020 but requested a change due to the noise of the DLR.  Front desk staff very polite and friendly, Maria Antonia Nieto very helpful and greeted with a smile.   Great staff, tired room which could benefit from refurb but otherwise ok.",Date of stay: October 2016,"<span class=""ui_bubble_rating bubble_30""></span>"
Surprisingly good for a Britannia group hotel,"Arrived at the hotel which is surprisingly nice based on previous experience of the Britannia hotel chain, mixup with room booking which the staff took care of and handled without much fuss.   The room was large and spacious and general facilities were good, arrived for breakfast the next morning......service from restaurant staff pretty poor, no one came to ask if wanted coffee, had to find my own table, i dined for breakfast only.....bacon looked boiled and tasted of nothing, sausages awful just generally worth avoiding. Choice of apple juice and orange juice for fruit juices and no fresh fruit to eat or take awaw....(apples, oranges, bananas). My advice nice hotel just don't eat there some fabulous restaurants in walking distance including Aniseed behind the Tesco express",Date of stay: October 2016,"<span class=""ui_bubble_rating bubble_30""></span>"
"Terrible, won't be back","I've been forced to stay in this hotel over the years with work but I will never be back. I've always put up with the poor customer service, shabby dated rooms and poor facilities because it was near my London office and was the cheapest hotel within our travel policy for the location. Never again after this stay!   Room wasn't clean, there was broken glass in the sink and cigarette burns on the edge of the bath. Even though it was a non smoking room.   The staff did not do my wake up call that I requested the night before.   The staff were rude and do not know what customer service means.   Then breakfast... They clearly don't have the staff or facilities for the volume of guests.  It was queued out the door. I don't have time to wait for that and I don't expect that kind of",Date of stay: October 2016,"<span class=""ui_bubble_rating bubble_10""></span>"
The front is all polised brass and red carpet. Once inside you reaslise that it is all front.,"Tired, dated, run down... basically they should have refurbished the place at least 10 years ago. See the photo of the DANGEROUS  condition of the furniture. When I told the member of staff having handed in a maintenance for (guests doing their job for them) there was no surprise that their hotel had drawn blood. The bar wasn't open when the time sheet said it would be. The Indian food felt like they were renting out the space as they were touting for business with the people sat in the lounge area.  They charge for the use of the gym, even for residents.  They warning you about leaving valuables in your room but do not provide safes, they do however offer a chargeable service to store valuables.  Basically they charge at every possible opportunity, they are the Ryanair of",Date of stay: October 2016,"<span class=""ui_bubble_rating bubble_20""></span>"
The Good/Bad and Ugly,"My wife and I have stayed here before 2 years ago as it is great for the 02 Arena being one stop away on the tube. When we arrived at Canary Wharf and crossed the docks we found the entrance to the hotel had been blocked off due to building work which meant we had to walk at least 15 minuets plus to get to the hotel and to but it more strongly the hotel is located in the middle of a building site, which I recognise is no fault of the hotel. On arrival the Reception staff were polite and pleasant and we booked in quite quickly. The room and bathroom were clean and the bed comfortable The hotel breakfast was adequate but here ends the positive comments. We ate in the Pizzeria restaurant on the first night and the waitress who served us was very unwelcoming basically taking our",Date of stay: October 2016,"<span class=""ui_bubble_rating bubble_20""></span>"
Tired,The hotel looks great from the outside but is tired on the inside The staff are rude and have no people skills. They simply look like they don't care Breakfast is a poor excuse and one of the worst we have had in a long time. The room was ok but old.,Date of stay: October 2016,"<span class=""ui_bubble_rating bubble_10""></span>"
Tired and dated,Spending 2 nights here with my wife for our anniversary. The experience did not start of great the concierge was arrogant and abrupt but I let that go. After we checked in and went to the room you could see how much in need the hotel is of a makeover the rooms look like they have not seen a decorators since 1990 scuffs son the walls and chips all over the makeup table. One the whole most of the staff our friendly asked for a car to take us to the theatre and is was there at exactly the right time. After coming back from the theatre we had not eaten because of arriving in London late so we ordered room service and this was top draw food was there within 15 minutes and was fresh and hot. On the whole don't know if I would stay again the staff for the most part are great but the,Date of stay: October 2016,"<span class=""ui_bubble_rating bubble_30""></span>"
"Tired, dank and disorderly","Like most of the other reviews, nice face shame about the legs!   The frontage is impressive but the rooms are old smelly and falling apart.   The breakfast is a free for all chaos with no idea of service or standards, because there's no staff at all!  I would never stay here again at any price. You pay for what you get.",Date of stay: October 2016,"<span class=""ui_bubble_rating bubble_20""></span>"
